,unique_id,ds,y,temperature_min,temperature_max,is_weekday
458,Victoria,2016-04-03,102084.00000000004,11.3,18.8,False
459,Victoria,2016-04-04,120445.73500000002,9.7,21.2,True
460,Victoria,2016-04-05,120371.23500000002,12.3,29.0,True
461,Victoria,2016-04-06,125657.125,13.6,15.6,True
462,Victoria,2016-04-07,125663.33000000002,8.3,18.4,True
463,Victoria,2016-04-08,124266.885,11.9,20.0,True
464,Victoria,2016-04-09,109044.89999999998,10.4,22.3,False
465,Victoria,2016-04-10,99845.34500000004,13.6,23.5,False
466,Victoria,2016-04-11,118614.00499999996,14.5,20.1,True
467,Victoria,2016-04-12,123808.75999999998,14.0,18.7,True
468,Victoria,2016-04-13,124686.63,11.3,20.0,True
469,Victoria,2016-04-14,126519.06499999994,11.6,27.0,True
470,Victoria,2016-04-15,124721.48500000002,13.4,27.0,True
471,Victoria,2016-04-16,108525.965,14.0,20.3,False
472,Victoria,2016-04-17,100526.305,13.1,19.8,False
473,Victoria,2016-04-18,123441.82000000002,9.8,25.0,True
474,Victoria,2016-04-19,126846.44500000002,13.6,27.4,True
475,Victoria,2016-04-20,125204.785,15.3,28.0,True
476,Victoria,2016-04-21,125514.13999999994,17.1,24.2,True
477,Victoria,2016-04-22,120124.305,14.6,16.7,True
478,Victoria,2016-04-23,108773.745,12.3,18.6,False
479,Victoria,2016-04-24,105642.28000000004,9.1,20.0,False
480,Victoria,2016-04-25,104072.435,9.9,25.0,True
481,Victoria,2016-04-26,117437.665,11.3,25.6,True
482,Victoria,2016-04-27,118531.5,13.0,25.4,True
483,Victoria,2016-04-28,126847.01999999996,19.8,24.9,True
484,Victoria,2016-04-29,122054.13,16.9,20.6,True
485,Victoria,2016-04-30,103505.195,16.4,24.1,False
486,Victoria,2016-05-01,98873.53499999996,14.4,17.0,False
487,Victoria,2016-05-02,116969.62999999998,9.0,18.4,True
488,Victoria,2016-05-03,119014.44500000002,12.3,20.1,True
489,Victoria,2016-05-04,124525.185,9.8,18.2,True
490,Victoria,2016-05-05,118192.05499999998,12.6,20.5,True
491,Victoria,2016-05-06,120421.32,15.9,24.7,True
492,Victoria,2016-05-07,106052.64,11.4,25.7,False
493,Victoria,2016-05-08,103487.27999999998,15.5,20.4,False
494,Victoria,2016-05-09,119781.135,15.4,22.2,True
495,Victoria,2016-05-10,119611.88,13.7,17.2,True
496,Victoria,2016-05-11,123616.28000000006,12.2,17.4,True
497,Victoria,2016-05-12,120693.52999999998,14.1,21.4,True
498,Victoria,2016-05-13,118800.06999999998,15.9,21.6,True
499,Victoria,2016-05-14,101945.995,14.5,21.7,False
500,Victoria,2016-05-15,99697.62,15.0,22.0,False
501,Victoria,2016-05-16,121182.69499999992,7.7,19.6,True
502,Victoria,2016-05-17,124209.40499999994,11.4,17.1,True
503,Victoria,2016-05-18,124352.21499999994,13.0,19.3,True
504,Victoria,2016-05-19,124392.29000000004,14.6,18.4,True
505,Victoria,2016-05-20,127705.84000000004,11.6,17.4,True
506,Victoria,2016-05-21,112336.78,8.1,18.5,False
507,Victoria,2016-05-22,101618.98,9.2,22.2,False
508,Victoria,2016-05-23,121424.41999999998,12.8,17.2,True
509,Victoria,2016-05-24,131916.40499999994,10.7,15.8,True
510,Victoria,2016-05-25,132170.05000000002,7.6,15.6,True
511,Victoria,2016-05-26,137080.875,10.3,12.5,True
512,Victoria,2016-05-27,134317.62000000002,9.2,14.4,True
513,Victoria,2016-05-28,119938.795,5.7,13.2,False
514,Victoria,2016-05-29,118751.96499999994,8.7,13.9,False
515,Victoria,2016-05-30,134983.95499999993,7.2,15.4,True
516,Victoria,2016-05-31,140402.15,3.6,17.4,True
517,Victoria,2016-06-01,141195.03,4.8,17.0,True
518,Victoria,2016-06-02,141292.55999999994,4.8,12.8,True
519,Victoria,2016-06-03,137717.25499999995,6.8,14.1,True
520,Victoria,2016-06-04,122764.33,9.8,13.4,False
521,Victoria,2016-06-05,116052.805,10.5,14.1,False
522,Victoria,2016-06-06,134829.75499999998,8.9,14.5,True
523,Victoria,2016-06-07,135306.00500000006,10.5,15.3,True
524,Victoria,2016-06-08,137305.35500000007,9.7,14.7,True
525,Victoria,2016-06-09,132859.3049999999,10.8,17.5,True
526,Victoria,2016-06-10,132209.51500000007,10.4,15.8,True
527,Victoria,2016-06-11,120753.43000000002,9.0,13.5,False
528,Victoria,2016-06-12,122771.53,5.0,13.8,False
529,Victoria,2016-06-13,122106.95,3.8,13.4,True
530,Victoria,2016-06-14,138466.56,8.6,15.6,True
531,Victoria,2016-06-15,140904.58999999994,6.0,17.9,True
532,Victoria,2016-06-16,140741.165,7.8,14.3,True
533,Victoria,2016-06-17,138023.10999999993,9.3,15.1,True
534,Victoria,2016-06-18,123162.185,10.0,12.7,False
535,Victoria,2016-06-19,119662.165,7.3,13.5,False
536,Victoria,2016-06-20,134435.115,9.1,13.2,True
537,Victoria,2016-06-21,137511.31500000006,10.4,14.7,True
538,Victoria,2016-06-22,133813.28499999997,11.2,15.4,True
539,Victoria,2016-06-23,136740.005,10.4,14.8,True
540,Victoria,2016-06-24,144658.37999999998,6.9,10.7,True
541,Victoria,2016-06-25,131730.83500000002,5.6,12.7,False
542,Victoria,2016-06-26,126455.935,3.0,11.1,False
543,Victoria,2016-06-27,148639.99499999994,4.8,10.6,True
544,Victoria,2016-06-28,142146.30999999994,5.0,17.0,True
545,Victoria,2016-06-29,136071.965,8.9,15.8,True
546,Victoria,2016-06-30,141078.46,10.3,11.7,True
547,Victoria,2016-07-01,136676.715,7.3,14.1,True
548,Victoria,2016-07-02,118683.565,9.9,16.5,False
549,Victoria,2016-07-03,112556.405,10.9,16.7,False
550,Victoria,2016-07-04,135712.245,10.4,12.7,True
551,Victoria,2016-07-05,142401.79499999998,8.2,12.8,True
552,Victoria,2016-07-06,134056.095,9.8,13.0,True
553,Victoria,2016-07-07,138768.04499999998,10.5,13.7,True
554,Victoria,2016-07-08,136690.05,9.7,15.3,True
555,Victoria,2016-07-09,122369.53500000002,5.3,15.2,False
556,Victoria,2016-07-10,119218.22999999998,6.5,14.2,False
557,Victoria,2016-07-11,128207.125,8.3,16.0,True
558,Victoria,2016-07-12,137582.195,10.7,13.7,True
559,Victoria,2016-07-13,145728.26,4.5,12.0,True
560,Victoria,2016-07-14,144103.70500000002,6.6,14.0,True
561,Victoria,2016-07-15,141166.84999999995,8.8,14.1,True
562,Victoria,2016-07-16,120659.14999999998,7.8,13.7,False
563,Victoria,2016-07-17,113418.125,3.1,16.1,False
564,Victoria,2016-07-18,127367.015,9.6,17.7,True
565,Victoria,2016-07-19,137028.04999999993,12.6,16.0,True
566,Victoria,2016-07-20,136850.14000000007,9.8,16.1,True
567,Victoria,2016-07-21,136127.12499999994,6.9,18.1,True
568,Victoria,2016-07-22,128777.82,9.2,18.3,True
569,Victoria,2016-07-23,119888.57499999998,7.5,11.6,False
570,Victoria,2016-07-24,120126.90499999998,4.7,11.4,False
571,Victoria,2016-07-25,138134.63500000007,6.3,14.3,True
572,Victoria,2016-07-26,146465.69000000006,6.5,11.0,True
573,Victoria,2016-07-27,143209.75499999998,7.5,12.9,True
574,Victoria,2016-07-28,142341.635,6.9,15.2,True
575,Victoria,2016-07-29,139822.93000000002,10.2,15.3,True
576,Victoria,2016-07-30,121548.535,9.1,13.8,False
577,Victoria,2016-07-31,114481.27999999998,10.3,17.0,False
578,Victoria,2016-08-01,137934.84499999994,11.2,14.4,True
579,Victoria,2016-08-02,137301.69,8.5,13.4,True
580,Victoria,2016-08-03,140922.71500000003,8.7,12.8,True
581,Victoria,2016-08-04,142671.50999999998,4.9,14.6,True
582,Victoria,2016-08-05,145491.33,3.4,14.6,True
583,Victoria,2016-08-06,130907.09499999994,5.8,14.4,False
584,Victoria,2016-08-07,120379.285,7.6,16.6,False
585,Victoria,2016-08-08,138506.45,5.0,14.2,True
586,Victoria,2016-08-09,132819.53499999997,9.7,18.9,True
587,Victoria,2016-08-10,130616.66999999998,9.6,15.3,True
588,Victoria,2016-08-11,138368.40000000002,6.8,15.7,True
589,Victoria,2016-08-12,134885.67,7.7,14.1,True
590,Victoria,2016-08-13,120382.805,7.9,15.1,False
591,Victoria,2016-08-14,113066.245,8.5,18.7,False
592,Victoria,2016-08-15,127906.24000000002,10.2,18.1,True
593,Victoria,2016-08-16,124975.11,10.0,18.2,True
594,Victoria,2016-08-17,132561.21999999994,12.5,15.6,True
595,Victoria,2016-08-18,123434.50500000002,7.1,21.6,True
596,Victoria,2016-08-19,132569.74,15.3,16.4,True
597,Victoria,2016-08-20,121052.06,6.9,13.6,False
598,Victoria,2016-08-21,119118.545,9.5,14.8,False
599,Victoria,2016-08-22,139203.49999999994,7.8,16.0,True
600,Victoria,2016-08-23,138640.38999999998,7.0,13.4,True
601,Victoria,2016-08-24,141122.795,3.7,12.7,True
602,Victoria,2016-08-25,139724.02500000002,6.5,13.0,True
603,Victoria,2016-08-26,139920.54499999998,7.2,14.4,True
604,Victoria,2016-08-27,119573.22000000002,9.3,16.3,False
605,Victoria,2016-08-28,114832.42500000002,10.5,19.0,False
606,Victoria,2016-08-29,125055.69,8.7,20.4,True
607,Victoria,2016-08-30,133748.44,10.2,16.8,True
608,Victoria,2016-08-31,128834.06499999994,12.8,20.2,True
609,Victoria,2016-09-01,134246.16500000007,11.6,15.5,True
610,Victoria,2016-09-02,135273.32499999992,9.6,15.0,True
611,Victoria,2016-09-03,118621.95999999996,10.0,15.7,False
612,Victoria,2016-09-04,110986.005,10.1,16.9,False
613,Victoria,2016-09-05,127275.815,12.8,18.4,True
614,Victoria,2016-09-06,129542.365,9.2,21.5,True
615,Victoria,2016-09-07,123307.01999999996,9.6,21.0,True
616,Victoria,2016-09-08,117722.95,13.1,23.3,True
617,Victoria,2016-09-09,125432.605,16.0,16.7,True
618,Victoria,2016-09-10,111412.99500000002,11.5,14.3,False
619,Victoria,2016-09-11,109125.21499999998,7.3,17.0,False
620,Victoria,2016-09-12,130967.28,9.9,13.6,True
621,Victoria,2016-09-13,134720.155,9.6,14.6,True
622,Victoria,2016-09-14,130650.87999999998,10.5,16.1,True
623,Victoria,2016-09-15,134234.45000000007,8.7,14.6,True
624,Victoria,2016-09-16,131734.10499999998,9.0,15.7,True
625,Victoria,2016-09-17,106709.53999999998,11.1,19.8,False
626,Victoria,2016-09-18,110314.625,10.8,12.5,False
627,Victoria,2016-09-19,127391.09,8.5,16.3,True
628,Victoria,2016-09-20,122664.30500000008,9.1,18.8,True
629,Victoria,2016-09-21,127208.56999999992,10.9,15.2,True
630,Victoria,2016-09-22,131357.34000000003,9.6,13.4,True
631,Victoria,2016-09-23,127420.43000000008,9.8,16.5,True
632,Victoria,2016-09-24,106776.27499999998,10.0,20.1,False
633,Victoria,2016-09-25,105931.555,9.5,14.7,False
634,Victoria,2016-09-26,124343.19,8.1,16.9,True
635,Victoria,2016-09-27,126888.77,7.4,14.8,True
636,Victoria,2016-09-28,121143.25,7.5,19.3,True
637,Victoria,2016-09-29,122858.49,12.5,16.7,True
638,Victoria,2016-09-30,113439.775,9.3,16.4,True
639,Victoria,2016-10-01,109181.26,11.6,18.6,False
640,Victoria,2016-10-02,97992.93,12.1,24.0,False
641,Victoria,2016-10-03,115839.01000000002,11.1,15.9,True
642,Victoria,2016-10-04,124089.47,10.6,17.1,True
643,Victoria,2016-10-05,128558.38499999998,8.0,17.1,True
644,Victoria,2016-10-06,115898.53999999998,9.7,27.2,True
645,Victoria,2016-10-07,116197.73,14.1,22.5,True
646,Victoria,2016-10-08,101300.77500000002,9.7,16.9,False
647,Victoria,2016-10-09,94954.16,9.5,22.0,False
648,Victoria,2016-10-10,116831.43,13.0,16.8,True
649,Victoria,2016-10-11,124665.82,7.5,15.1,True
650,Victoria,2016-10-12,128612.29999999994,10.2,15.4,True
651,Victoria,2016-10-13,128242.765,6.8,14.6,True
652,Victoria,2016-10-14,121731.485,5.2,22.7,True
653,Victoria,2016-10-15,97887.485,9.4,24.8,False
654,Victoria,2016-10-16,101793.03499999996,17.4,23.1,False
655,Victoria,2016-10-17,116042.845,9.8,18.9,True
656,Victoria,2016-10-18,123265.44000000002,9.6,16.6,True
657,Victoria,2016-10-19,126362.045,7.5,16.5,True
658,Victoria,2016-10-20,114867.16,6.8,21.8,True
659,Victoria,2016-10-21,122975.285,14.8,17.6,True
660,Victoria,2016-10-22,114184.195,6.9,13.2,False
661,Victoria,2016-10-23,111289.0,7.9,14.1,False
662,Victoria,2016-10-24,125270.16499999998,9.4,17.1,True
663,Victoria,2016-10-25,117138.35499999994,9.6,25.7,True
664,Victoria,2016-10-26,121605.395,16.5,18.5,True
665,Victoria,2016-10-27,120142.43,10.1,15.4,True
666,Victoria,2016-10-28,119820.71,6.3,16.6,True
667,Victoria,2016-10-29,104191.10499999998,9.3,25.6,False
668,Victoria,2016-10-30,94325.72,12.7,28.0,False
669,Victoria,2016-10-31,110661.43000000002,7.9,17.5,True
670,Victoria,2016-11-01,104976.21000000002,9.4,18.4,True
671,Victoria,2016-11-02,119904.48,9.7,18.5,True
672,Victoria,2016-11-03,118677.495,10.0,19.1,True
673,Victoria,2016-11-04,113666.485,10.2,29.2,True
674,Victoria,2016-11-05,101810.74999999996,10.0,16.8,False
675,Victoria,2016-11-06,96934.925,11.5,21.4,False
676,Victoria,2016-11-07,116230.34,14.6,25.9,True
677,Victoria,2016-11-08,117794.595,11.0,18.2,True
678,Victoria,2016-11-09,122131.11499999996,9.2,17.4,True
679,Victoria,2016-11-10,122634.52999999998,11.9,17.5,True
680,Victoria,2016-11-11,117953.885,8.4,23.8,True
681,Victoria,2016-11-12,99907.32,13.2,25.5,False
682,Victoria,2016-11-13,96805.925,11.7,19.0,False
683,Victoria,2016-11-14,116817.15,11.5,15.9,True
684,Victoria,2016-11-15,119905.59000000004,11.0,19.2,True
685,Victoria,2016-11-16,122146.66,11.9,21.6,True
686,Victoria,2016-11-17,122464.645,12.0,31.4,True
687,Victoria,2016-11-18,121441.05000000002,15.3,18.9,True
688,Victoria,2016-11-19,106868.5,11.7,19.4,False
689,Victoria,2016-11-20,112098.335,11.9,33.3,False
690,Victoria,2016-11-21,138681.81499999994,17.9,35.0,True
691,Victoria,2016-11-22,126617.72,14.5,14.9,True
692,Victoria,2016-11-23,118119.01000000002,11.0,16.8,True
693,Victoria,2016-11-24,120308.545,10.3,17.0,True
694,Victoria,2016-11-25,116011.56499999994,10.9,17.9,True
695,Victoria,2016-11-26,104700.055,12.2,17.4,False
696,Victoria,2016-11-27,102718.9,11.6,16.3,False
697,Victoria,2016-11-28,118666.37,12.2,19.6,True
698,Victoria,2016-11-29,119169.17,10.4,20.0,True
699,Victoria,2016-11-30,121067.59,13.3,18.9,True
700,Victoria,2016-12-01,113024.02,12.9,21.9,True
701,Victoria,2016-12-02,109318.355,13.0,21.6,True
702,Victoria,2016-12-03,98899.495,9.9,23.9,False
703,Victoria,2016-12-04,97300.35999999996,12.7,31.7,False
704,Victoria,2016-12-05,109670.0,16.9,21.5,True
705,Victoria,2016-12-06,111228.06000000004,12.8,20.8,True
706,Victoria,2016-12-07,112738.07999999994,10.5,28.3,True
707,Victoria,2016-12-08,105445.64999999997,15.4,23.2,True
708,Victoria,2016-12-09,105664.09,10.0,17.3,True
709,Victoria,2016-12-10,98622.86499999998,11.2,18.8,False
710,Victoria,2016-12-11,93673.18999999996,12.9,19.3,False
711,Victoria,2016-12-12,120390.11000000002,10.7,32.8,True
712,Victoria,2016-12-13,128831.64999999998,16.5,36.3,True
713,Victoria,2016-12-14,111423.765,15.7,19.3,True
714,Victoria,2016-12-15,107072.36000000002,11.7,18.6,True
715,Victoria,2016-12-16,113698.06,9.7,25.5,True
716,Victoria,2016-12-17,90227.48,15.1,20.9,False
717,Victoria,2016-12-18,90911.085,10.0,17.5,False
718,Victoria,2016-12-19,109260.30500000002,8.8,30.2,True
719,Victoria,2016-12-20,106451.25500000002,14.4,21.5,True
720,Victoria,2016-12-21,104389.50999999998,13.5,19.9,True
721,Victoria,2016-12-22,105513.235,14.6,20.0,True
722,Victoria,2016-12-23,112247.945,12.5,26.3,True
723,Victoria,2016-12-24,114843.875,16.2,34.9,False
724,Victoria,2016-12-25,114468.17,16.4,36.3,False
725,Victoria,2016-12-26,106284.83,25.4,29.3,True
726,Victoria,2016-12-27,99701.43,18.0,29.8,True
727,Victoria,2016-12-28,123693.52,20.3,38.2,True
728,Victoria,2016-12-29,135571.79499999998,27.0,33.5,True
729,Victoria,2016-12-30,112141.83,20.1,27.8,True
730,Victoria,2016-12-31,95728.14999999997,17.3,23.8,False
731,Victoria,2017-01-01,89403.14500000002,16.8,21.1,False
732,Victoria,2017-01-02,86507.46999999999,14.8,17.8,True
733,Victoria,2017-01-03,97564.74499999998,14.6,19.5,True
734,Victoria,2017-01-04,116606.79499999998,13.3,29.3,True
735,Victoria,2017-01-05,128079.84500000006,18.5,31.7,True
736,Victoria,2017-01-06,136308.735,18.3,35.2,True
737,Victoria,2017-01-07,134955.02,20.9,36.7,False
738,Victoria,2017-01-08,122777.025,28.0,33.1,False
739,Victoria,2017-01-09,116211.99,18.5,24.4,True
740,Victoria,2017-01-10,120366.31999999998,17.7,26.2,True
741,Victoria,2017-01-11,111595.855,16.6,24.3,True
742,Victoria,2017-01-12,118783.945,14.9,26.5,True
743,Victoria,2017-01-13,111341.67499999996,17.5,28.8,True
744,Victoria,2017-01-14,88996.62500000001,15.2,23.5,False
745,Victoria,2017-01-15,90294.0,15.2,21.5,False
746,Victoria,2017-01-16,120928.70500000002,12.2,32.7,True
747,Victoria,2017-01-17,140517.64999999994,16.4,37.8,True
748,Victoria,2017-01-18,111211.34999999998,15.6,20.8,True
749,Victoria,2017-01-19,112371.41,11.0,23.4,True
750,Victoria,2017-01-20,107937.68499999998,16.1,20.8,True
751,Victoria,2017-01-21,96779.07,15.3,22.6,False
752,Victoria,2017-01-22,103291.61,12.7,29.6,False
753,Victoria,2017-01-23,141332.0549999999,17.8,36.7,True
754,Victoria,2017-01-24,115664.15999999996,19.1,22.0,True
755,Victoria,2017-01-25,111936.70000000004,13.5,21.1,True
756,Victoria,2017-01-26,98590.06,16.4,21.2,True
757,Victoria,2017-01-27,112513.82,17.0,23.6,True
758,Victoria,2017-01-28,108336.53,15.0,29.2,False
759,Victoria,2017-01-29,109020.58,15.1,27.0,False
760,Victoria,2017-01-30,124292.95499999994,17.8,30.0,True
761,Victoria,2017-01-31,112863.01000000002,16.5,22.1,True
762,Victoria,2017-02-01,114133.72999999998,14.3,20.6,True
763,Victoria,2017-02-02,110669.27,14.2,24.1,True
764,Victoria,2017-02-03,117452.27,15.4,27.6,True
765,Victoria,2017-02-04,117361.7,14.6,35.9,False
766,Victoria,2017-02-05,110384.27500000002,18.5,30.7,False
767,Victoria,2017-02-06,108761.36999999998,15.1,18.0,True
768,Victoria,2017-02-07,111543.80999999995,15.4,27.6,True
769,Victoria,2017-02-08,142213.66,16.5,36.0,True
770,Victoria,2017-02-09,155060.61000000004,20.3,36.0,True
771,Victoria,2017-02-10,138793.59,18.7,27.1,True
772,Victoria,2017-02-11,111983.50999999998,18.5,24.6,False
773,Victoria,2017-02-12,89003.15,15.1,19.9,False
774,Victoria,2017-02-13,104844.105,14.0,21.0,True
775,Victoria,2017-02-14,111613.05,14.5,19.5,True
776,Victoria,2017-02-15,116299.39,10.0,31.5,True
777,Victoria,2017-02-16,119947.59000000004,14.9,23.6,True
778,Victoria,2017-02-17,111885.97000000004,13.7,25.5,True
779,Victoria,2017-02-18,95623.35,13.3,18.9,False
780,Victoria,2017-02-19,91280.02499999998,11.7,17.3,False
781,Victoria,2017-02-20,105341.865,11.6,20.3,True
782,Victoria,2017-02-21,112351.47,10.1,24.0,True
783,Victoria,2017-02-22,116690.17,12.8,33.3,True
784,Victoria,2017-02-23,117948.685,15.9,25.0,True
785,Victoria,2017-02-24,111229.52,15.8,20.0,True
786,Victoria,2017-02-25,95046.90500000004,13.7,19.4,False
787,Victoria,2017-02-26,100495.61499999998,13.2,29.8,False
788,Victoria,2017-02-27,131090.775,15.6,33.1,True
789,Victoria,2017-02-28,140167.5,17.3,33.6,True
790,Victoria,2017-03-01,137291.96999999994,16.6,30.5,True
791,Victoria,2017-03-02,127633.27500000002,17.7,23.3,True
792,Victoria,2017-03-03,124311.32999999994,18.1,28.6,True
793,Victoria,2017-03-04,116083.29499999998,16.1,27.4,False
794,Victoria,2017-03-05,103539.02,17.6,25.4,False
795,Victoria,2017-03-06,116447.855,17.7,27.4,True
796,Victoria,2017-03-07,117931.46000000002,15.0,28.2,True
797,Victoria,2017-03-08,124370.76499999994,14.2,31.5,True
798,Victoria,2017-03-09,129649.25,15.0,32.3,True
799,Victoria,2017-03-10,125346.07500000006,18.5,23.8,True
800,Victoria,2017-03-11,108816.80999999998,18.0,26.4,False
801,Victoria,2017-03-12,102617.51,17.9,27.1,False
802,Victoria,2017-03-13,104468.89999999998,15.7,24.3,True
803,Victoria,2017-03-14,133227.785,18.8,32.7,True
804,Victoria,2017-03-15,139672.835,20.8,33.2,True
805,Victoria,2017-03-16,124255.975,21.7,23.0,True
806,Victoria,2017-03-17,111612.07499999998,15.8,22.1,True
807,Victoria,2017-03-18,107731.77999999996,12.4,30.8,False
808,Victoria,2017-03-19,113593.82,14.5,33.5,False
809,Victoria,2017-03-20,131980.985,19.3,28.0,True
810,Victoria,2017-03-21,127625.365,19.9,26.1,True
811,Victoria,2017-03-22,114696.36999999998,17.8,21.8,True
812,Victoria,2017-03-23,111632.835,16.2,25.1,True
813,Victoria,2017-03-24,115411.41000000002,13.9,24.7,True
814,Victoria,2017-03-25,107465.98,15.3,29.7,False
815,Victoria,2017-03-26,104189.1,19.3,26.7,False
816,Victoria,2017-03-27,116237.22000000006,19.3,31.9,True
817,Victoria,2017-03-28,111032.975,11.9,24.3,True
818,Victoria,2017-03-29,109640.33000000002,13.9,27.2,True
819,Victoria,2017-03-30,107491.86999999998,10.2,17.9,True
820,Victoria,2017-03-31,110662.24500000004,10.1,17.9,True
821,Victoria,2017-04-01,97402.265,10.0,19.0,False
822,Victoria,2017-04-02,94477.09500000004,11.7,18.2,False
823,Victoria,2017-04-03,107895.52499999998,8.2,21.5,True
824,Victoria,2017-04-04,113138.67,10.0,24.4,True
825,Victoria,2017-04-05,114191.34999999998,11.0,25.4,True
826,Victoria,2017-04-06,114817.30500000002,12.0,26.6,True
827,Victoria,2017-04-07,110160.025,12.7,26.2,True
828,Victoria,2017-04-08,99084.73999999996,18.6,28.1,False
829,Victoria,2017-04-09,96041.895,11.7,15.2,False
830,Victoria,2017-04-10,113287.05500000002,9.0,17.0,True
831,Victoria,2017-04-11,114159.965,12.3,18.5,True
832,Victoria,2017-04-12,114335.995,10.8,19.3,True
833,Victoria,2017-04-13,112704.04499999994,10.9,22.2,True
834,Victoria,2017-04-14,97436.41,13.0,17.9,True
835,Victoria,2017-04-15,99608.57,11.8,17.3,False
836,Victoria,2017-04-16,96594.74499999998,9.9,22.6,False
837,Victoria,2017-04-17,99945.495,11.1,18.3,True
838,Victoria,2017-04-18,111955.175,9.5,20.4,True
839,Victoria,2017-04-19,114436.97,13.0,26.9,True
840,Victoria,2017-04-20,112816.67999999992,14.6,26.5,True
841,Victoria,2017-04-21,114522.44,16.5,20.9,True
842,Victoria,2017-04-22,102528.4,16.9,22.5,False
843,Victoria,2017-04-23,97356.565,14.4,21.8,False
844,Victoria,2017-04-24,109421.81500000002,15.9,24.7,True
845,Victoria,2017-04-25,101548.73500000002,16.2,17.7,True
846,Victoria,2017-04-26,116795.245,10.1,14.5,True
847,Victoria,2017-04-27,126329.53,8.3,15.6,True
848,Victoria,2017-04-28,120144.19,9.4,19.8,True
849,Victoria,2017-04-29,104864.05000000002,14.9,18.1,False
850,Victoria,2017-04-30,103756.53499999996,13.6,17.8,False
851,Victoria,2017-05-01,115103.77499999998,13.6,20.4,True
852,Victoria,2017-05-02,120718.63999999994,10.4,15.2,True
853,Victoria,2017-05-03,129196.44499999998,7.4,15.3,True
854,Victoria,2017-05-04,127260.05,5.8,16.9,True
855,Victoria,2017-05-05,123150.385,6.2,20.5,True
856,Victoria,2017-05-06,105013.07000000004,9.6,20.0,False
857,Victoria,2017-05-07,107424.07,8.9,14.8,False
858,Victoria,2017-05-08,125858.27000000006,10.1,15.8,True
859,Victoria,2017-05-09,126760.71,10.9,15.9,True
860,Victoria,2017-05-10,125747.73499999994,8.1,17.7,True
861,Victoria,2017-05-11,128753.13,6.1,16.5,True
862,Victoria,2017-05-12,123523.0,5.9,19.5,True
863,Victoria,2017-05-13,109477.41999999995,8.4,15.6,False
864,Victoria,2017-05-14,107497.03,6.4,15.1,False
865,Victoria,2017-05-15,125871.91500000002,6.3,16.9,True
866,Victoria,2017-05-16,127820.715,5.6,18.2,True
867,Victoria,2017-05-17,125072.675,7.6,17.0,True
868,Victoria,2017-05-18,122910.48000000004,10.7,20.2,True
869,Victoria,2017-05-19,123351.44999999998,10.2,17.8,True
870,Victoria,2017-05-20,109111.61500000002,10.2,19.3,False
871,Victoria,2017-05-21,105912.16,10.8,18.7,False
872,Victoria,2017-05-22,113551.03999999998,10.4,20.3,True
873,Victoria,2017-05-23,119127.205,12.8,19.3,True
874,Victoria,2017-05-24,121571.97,11.7,17.1,True
875,Victoria,2017-05-25,124010.03,13.7,18.5,True
876,Victoria,2017-05-26,123130.60000000006,13.1,18.0,True
877,Victoria,2017-05-27,104643.67499999996,11.9,17.8,False
878,Victoria,2017-05-28,110029.55,10.2,15.3,False
879,Victoria,2017-05-29,130516.10000000006,7.7,14.8,True
880,Victoria,2017-05-30,132762.38,9.3,13.1,True
881,Victoria,2017-05-31,139030.79499999998,6.7,13.0,True
882,Victoria,2017-06-01,140202.735,7.9,13.9,True
883,Victoria,2017-06-02,136856.80000000002,8.0,14.7,True
884,Victoria,2017-06-03,122161.405,9.9,14.3,False
885,Victoria,2017-06-04,118953.95,4.4,15.8,False
886,Victoria,2017-06-05,132877.44999999995,5.6,17.5,True
887,Victoria,2017-06-06,133274.53,8.7,13.9,True
888,Victoria,2017-06-07,136116.12,5.9,14.3,True
889,Victoria,2017-06-08,139511.78000000006,3.6,15.0,True
890,Victoria,2017-06-09,130994.54,6.6,15.0,True
891,Victoria,2017-06-10,120698.91499999998,7.0,15.8,False
892,Victoria,2017-06-11,113374.465,3.4,15.5,False
893,Victoria,2017-06-12,117691.68499999998,6.0,15.9,True
894,Victoria,2017-06-13,135184.95,8.8,15.1,True
895,Victoria,2017-06-14,136253.42,4.0,17.4,True
896,Victoria,2017-06-15,135303.25500000006,7.7,19.0,True
897,Victoria,2017-06-16,135269.63499999998,6.6,17.1,True
898,Victoria,2017-06-17,121178.67999999992,4.2,15.5,False
899,Victoria,2017-06-18,116112.74000000002,5.4,16.3,False
900,Victoria,2017-06-19,134925.74,7.1,16.1,True
901,Victoria,2017-06-20,131996.96999999994,6.4,15.8,True
902,Victoria,2017-06-21,139814.30000000002,7.8,13.5,True
903,Victoria,2017-06-22,140348.57,6.7,14.1,True
904,Victoria,2017-06-23,132029.57499999998,7.4,14.9,True
905,Victoria,2017-06-24,122393.325,8.3,12.3,False
906,Victoria,2017-06-25,118103.865,8.6,14.3,False
907,Victoria,2017-06-26,138040.37999999998,8.8,12.6,True
908,Victoria,2017-06-27,144526.62999999998,6.0,12.1,True
909,Victoria,2017-06-28,141351.895,6.8,14.1,True
910,Victoria,2017-06-29,138124.06000000006,9.2,13.7,True
911,Victoria,2017-06-30,139275.77500000002,7.1,12.3,True
912,Victoria,2017-07-01,125949.49999999994,1.1,12.7,False
913,Victoria,2017-07-02,120137.45,0.8,14.3,False
914,Victoria,2017-07-03,139765.32,3.8,13.9,True
915,Victoria,2017-07-04,134029.805,9.0,16.2,True
